username,rating,review,date,thumbs_up,sentiment
jundi alummah,1,"bapuk banget ini aplikasi, tarifnya kaga ada stabil2nya, tergantung cuaca. lemot juga, cuaca hujan pasti susahnya mapun alesannya booking lagi rame, padahal banyak driver sekitaran stanby",2025-09-30,4,negatif
The MR.B,1,"tolong ya kalo kita ngecancel driver itu karena kejauhan apalagi ujan jauh tambah lama, masa kita harus nunggu sejam dulu baru dapet belum nunggu nya, tolong sistemnya benerin driver yg Deket pas ujan kan ada.ini sistem prioritasnya penipuan nih! ini saya lagi nunngu di halte, masa akun saya di bekukan saya harus nunggu sampe besok gitu? tolong dijawab, saya alternative nya apalagi woi apk gojek penyakitnya kambuh, seperti sebelumnya. pada saat hujan akun saya dibekukan tiba tiba",2025-09-30,4,negatif
Pindi Pop,1,Go-Jek tidak merespon dengan baik dan cepat . proses nya sangat lambat lain dengan aplikasi dana,2025-09-30,1,negatif
Zulian Fathur,5,mudah2an digunakan,2025-09-30,0,positif
Olivia Jauza Khalida,3,sinyal jelek,2025-09-30,1,netral
Rizal Alkadiana,4,lumayan lah,2025-09-30,0,positif
Chandra Kirana,1,Susah nyari driver kalo lagi kondisi ujan.,2025-09-30,1,negatif
Tri Wantoro,1,makin bikin emosi,2025-09-30,1,negatif
Andhika Rusty,1,"aplikasi payah, sering bngt di rugikan, tiba tiba tarif berubah lah, kalo pake gopay drivernya gak dateng lah, gopay tetep kepotong, tolong di perbiaki lagi lah biar sama sama enak, TERIMAKASIH !",2025-09-30,3,negatif
Syifa Triaulia,1,"KLO HUJAN KEBIASAAN GOCAR GD YG MAU NGAMBIL,GOJEK ITU MELAYANI MAU HUJAN JUGA GATTAU KAN CUST NYA LG BURU2 KE RMH SAKIT TP MALAH GD YG MAU NGAMBIL LG DI BUTUHIN MALLAH PD GADA YG AMBILLLL LOL",2025-09-30,1,negatif
Muhammad Chairul Saban,1,"percuma ada aplikasi ojol, kalo pas ujan kaga ada yang mau ngambil makanan, tolol.",2025-09-30,1,negatif
Bambang Prajaya,5,sangat membantu di saat kita lagi lapar buka GO-JEK tunggu sebentar driver datang. driver nya juga ramah ramah,2025-09-30,0,positif
Fairy Tale,1,gojek T*I. aplikasi sampah. suka ngaco ngaco eror smpe doble order. sdgkan disaat nyari driver malal muter muter aja disaat nyari driver kelamaan gabisa di batal order smpe brpa lama menit. keburu kesel. apk gajelas,2025-09-30,1,negatif
Alldie27,5,Aplikasi yg cukup membantu kaum mageran,2025-09-30,0,positif
Stazkiyatul Fitri,1,verifikasi wajah selalu gagal. padahal udah ngikut ketentuan yang ada.,2025-09-30,1,negatif
Dewangga Januarta,3,"maps driver ga gerak, nyari driver lama : tolong perbaiki padahal di wilayah kota :(",2025-09-30,0,netral
cherry noona,3,kalo habis hujan pasti susah dapet driver.. tidak bagus,2025-09-30,1,netral
Ayah Tirii,1,"Banyak pengemudi yg lokasinya jauh tapi tetap maksa ambil orderan,ujung2nya minta cancel dengan berbagai macamalasan",2025-09-30,1,negatif
Agung Adhi,1,"najis, gue pesan driver ga ada yang ngambil. wilayah Cimahi - jabar",2025-09-30,1,negatif
NJ channel,5,"halo kak. apakah bisa di bantu pindah layanan kak, dari gocar ke gojek? mohon di respon ya kak",2025-09-30,0,positif
Risyad Fauzan,1,"EMPAT KALI DAPAT ORDERAN FIKTIF. SETIAP LAPOR KE CS RESPONNYA LAMBAT, BUAT LAPORAN DI APLIKASI NYA RIBET, TIDAK ADA SAMA SEKALI TERBANTU DENGAN TINDAKAN YANG ADA. EMPAT KALI, EMPAT KALI, EMPAT KALI LOH. RESPON LAMBAT, GAADA TINDAKAN YANG BENAR BENAR MENYELESAIKAN MASALAHNYA. BUAT LAPORAN SUSAH.",2025-09-30,1,negatif
Ganong Gojek,1,knp si driver salalu bilang cuma di byr 5ribu kalo ambil food. secara saya bayar 15ribu.pt gojek skrg beda y.makan keringet driver jdi penjilat di negara sendiri. udh ga punya hati. tlg y kemblikan sistem lama.lebih manusiawi. kecewa sama pt.gojek skrg. kasian driver di jln panas ke hujana mending pindah ke greb food. ga tega lihat driver gojek. sedih saya denger ny gojek ga manusiawi skrg. kejam skrg gojek tolong hilang kan sistem slot food n paket reguler semua rata. lebih manusiawi,2025-09-30,2,negatif
Syahrul Maulana,1,"dulunya bagus skrg jdi jelek bgt, ongkir mahal, driver pada males nunggu pick up udh sejam lebih, alesan nya titik dari resto jauh bgt, padahal cm 15 menitan, kecewa lah padahal saya pengguna lama gojek",2025-09-30,1,negatif
Angga Friyanto,1,susah dapet nya taiii...,2025-09-30,1,negatif
Hafid Ramadhan,1,"buruk sekali,pembelian lama",2025-09-30,1,negatif
Dame Dame,1,apk tolol kalo ujan delay sampe 2 jam kgk Nemu driver,2025-09-30,1,negatif
Lihati Zalukhu,1,makin buruk pelayanan nya driver suka telat aplikasi makin berat biaya makin mahal ntah apa lagi nambah biaya nambah buruk pelayanan,2025-09-30,1,negatif
Moch.faisal irawan Irawan,1,"udh 2 x pnjman d acc,byr lancar TPT waktu, pas mo ajukan yg ketiga x knp d tolak dgn alasan g msk akal mksh",2025-09-30,1,negatif
Taufik Rusdi,5,mudah dipakai alias simpel,2025-09-30,0,positif
#E. Saptian,5,Cukup memuaskan!!,2025-09-30,0,positif
Antonio Carlos,1,Tiap pesan di daerah yang banyak drivernya tetap aja ditolak,2025-09-30,1,negatif
Muhammad Sabiqul,1,susah bgt nyari driver,2025-09-30,1,negatif
infinix Infinix,1,aplikasi babi anjg,2025-09-30,1,negatif
Ma'ruf,1,aplikasi lemot anjgg......lama bgtvdapet driver nya,2025-09-30,1,negatif
Dwinratno Se,5,banyak promo dan pilihan kendaraan berbagai jenis dan harga sesuai kebutuhan,2025-09-30,5,positif
Narwan Alfaro,2,"gila cari driver lama sekali, padahal banyak yang dekat",2025-09-30,1,negatif
Azhar Zulkarnaen Adinata,3,"Masih ada saja driver yang sengaja telat, diam, bahkan sampai menjauh, agar dibatalkan oleh pengguna. Ketika keadaan sedang terdesak, driver-nya malah sengaja lama-lamain. Kan namanya kurang ajar. Jadinya 25 menitan cuma dihabiskan untuk menunggu SATU driver, yang jaraknya cuma 3.3 KM.",2025-09-30,1,netral
Amola Besta,3,"alamak mahalnyoo, berkali kali beli gacoan di sini ongkir 18ribu sudah gojek plus tetap tidak ada potongan, sudah waktunya unsubscribe gojek plus karena hampir gaada bedanya dari gojek biasa🙏🏼🙏🏼",2025-09-30,1,netral
Santi Susilawati,5,"membantu sekali,di saat saat situasi urgent, makasih gojek",2025-09-30,0,positif
sapri gendut,1,ongkos diterima penumpang mahal ke driver kecil adil donk,2025-09-30,2,negatif
Thes Lon,5,keren membantu banget pas lagi hujan,2025-09-30,0,positif
Sandyta Nenda,1,kenapa tiap hujan susah banget di order ya? kalo bagian gosend tuha pda susah di ambil? padahal kalian kerja loh masa ga punya jas hujan sama sekali? buat apa genuaan nya kerja sebagai gojek tpi nyempetin waktu buat costumer pas lagi hujan ga ada yg mau narik. jas hujan kan ada helm juga ada,2025-09-30,1,negatif
Habil,1,driver pemalas semua,2025-09-30,1,negatif
Rani Artini,5,sangat terbantu dengan gojek,2025-09-30,0,positif
Pak Haji Salim,5,semua jadi mudah.... thanks Gojek,2025-09-30,0,positif
jaka ramdani,5,"terimakasih sudah mempermudah kami sebagai Masyarakat , untuk transportasi yang aman dan nyaman",2025-09-30,0,positif
Hadi Sutrisno,5,aplikasi ini sangat membantu saya untuk order gojek tiap hari berangkat dan pulang kerja.,2025-09-30,1,positif
Teguh Paton,5,"Drivernya banyak, mau ambil pas hujan juga, ga kaya grab yg mahal dan drivernya dikit",2025-09-30,0,positif
Rusmi Yati,5,Wow uda 10 tahin aja 30 09 2025,2025-09-30,0,positif
Khanzaaa,1,"kecewa bgt ga segercep grab padahal lebih sering pake gojek kapok bgt duit ku 53,5k ilang di aplikasi yg sering aku pake mending pindah ke apk sebelah!!!!!",2025-09-30,1,negatif
Aan Hendayani,1,"Saya Sangat Kecewa dengan Gojek,dalam Fitur Gopay Pinjam,setelah saya Bayar Pelunasan sebelum JT dan saya Ajukan Kembali,kok Malah di TOLAK dengan keterangan Desember bisa diajukan kembali,inipun blm pasti Cair..Sangat tak Masuk Akal..Sya ini Taat bayar Hutang dan Silk OjK saya bersih.!!!",2025-09-30,4,negatif
Limin Limin,5,gojek mantap,2025-09-30,0,positif
adis Susanto,1,sakit hati harus ya resto ya PM,2025-09-30,1,negatif
Mas Jo,1,"Gojek tolong fiktur traktir driver dihapus saja, banyak yg menyalahgunakan buat kepentingan sendiri dengan alasan mencari harga murah dibanding harga yg tertera, sudah banyak kasus driver yg di rugikan sama castamer sendiri seger ditindak atau hapus aja makasih.",2025-09-30,2,negatif
I Nyoman Adi Muliawan,5,"servis cepat, ok",2025-09-30,0,positif
Jaylen Dyer,5,tolong kasih diskon lagi yang sangat besar yaaaa,2025-09-30,0,positif
Mukh_ Muniv,5,di tunggu fitur terbaik selanjutnya.,2025-09-30,0,positif
Muhammad Hikoru Tenshio William,3,gk ramah wh.,2025-09-30,1,netral
Des Onsi (Onsi),5,"Sangat bermanfaat, membantu banyak orang dalam kemudahan dan memberi lapangan pekerjaan.",2025-09-30,5,positif
mhq00. pusat2022,5,yaaa bisa dipakai dengan baik dan praktis,2025-09-30,0,positif
Hassan Octovandi,5,gg gemink 🙇‍♂️🙏,2025-09-30,0,positif
Ria Ilham,5,"sllu oke,TDK menunggu lama setelah dipesan dan apl gojec cepat respon setelah di order,,kerja SM yg baik,,trima kasih SDH hadir",2025-09-30,0,positif
Thamsar Tonang Dg Limpo,5,mantap aplikasinya,2025-09-30,0,positif
Hesti Damayanti,3,"kecewa sama driver , akupengguna gojek dr awal ada .. punten ahh sakit hati banget hapus aplikasinya",2025-09-30,1,netral
natasyah jaya,5,pokoke mantullleee,2025-09-30,0,positif
gideon harijono,5,"Puas, senang sekali. masih tetap ok. driver selalu respon dgn cepat",2025-09-30,2,positif
SUNARTO,5,boarkan bintang bwrbicara,2025-09-30,0,positif
Ran Munjul,1,"susah dpt orderan kacau .. yg sering lewatin orderan kalah sama yg jarang lewatin orderan,,gojek top",2025-09-30,1,negatif
Endah Dahlia Safitri,5,"best,, always",2025-09-30,0,positif
kal. lsm,1,gopay aplikasi pencuri uang yg berkedok e-walet. baru isi saldo tiba2 akun ku di blokir saldo Nnya. nyesal pakek gopay.,2025-09-30,1,negatif
putri kalya,1,"pesan gofood, 4x ganti driver ga ada yg bener . sampe akhirnya dibatalin resto.",2025-09-30,1,negatif
Budi Setiyadi,4,"Baru pertama kali sih,",2025-09-30,0,positif
Ananda Maharani,3,"udah lama pake gojek and fine fine aja, tapi saya baru aja ngalamin bahkan sampe 2 kali ya pesen GO-RIDE comfort yang dateng motor kecil atau supra (maybe), padahal tulisannya honda vario loh",2025-09-30,1,netral
henry budiman tan,5,Proses cepat,2025-09-30,0,positif
Putra Wijaya,1,"ada mitra yg nakal,dia yg nabrak dia yg minta ganti rugi",2025-09-30,1,negatif
cancun kamajaya,3,untuk pembayaran atau topup belum bisa dana,2025-09-30,0,netral
Lembaga Studi Indonesia,5,gojek cepat tepat maju terus👍,2025-09-30,0,positif
Dwiki Prasetya,1,bitang 1 ga ada yang bisa bantu untuk permasalahan pin,2025-09-30,1,negatif
NATHAN KHAYLIF RAHARDIAN,1,nyocot lewat notif doang bisa nya jir ngasih voucher diskon lah bang gojek,2025-09-30,1,negatif
Lydia Haidy,1,"Driver saya tidak menjemput , tidak ada konfirmasi apa apa , tapi cuma berputar putar tidak jelas , saya mau lapor ke gojek mohon dibantu . sangat merugikan konsumen .",2025-09-30,2,negatif
Widodo,5,tetap pertahankan pelayanan,2025-09-30,0,positif
rendy hendrawan,1,ngirim gosend pake instan susah driver aekali dapet jauh jauh akibat ada slot katanya ..pindah apliaksi lain simple..mana ga bisa chat via apliaksi lagi,2025-09-30,1,negatif
Yusrizal,1,"Wahai coustemer Raja dan ratu . DRIVER CUMAN CARI NAFKAH BUAT ANAK ISTRINYA , AKIBAT DARI LAPORAN ANDA PARA COUSTEMER ,MEMATIKAN REZEKI DRIVER TERSEBUT . MEMBUAT LAPORAN GAK SESUAI FAKTA . DELIK ADUAN HUKUM PASAL 311 KUHP TENTANG FITNAH",2025-09-30,1,negatif
cecep setiady,5,sekarang kalau pagi hari mau ke rumah sakit...banyak driver yg sudah ambil eeeh malah di cancel sama driver nya jadi telat ke rumah sakit nya,2025-09-30,0,positif
burung puyuh,2,Mau pakai jasa gojek sering layanan penuh,2025-09-30,1,negatif
Wondo M.,1,Aplikasi Sampah. Tinggal dijakarta ya kali maslaah jaringan. selalu dan selalu chat hanya centang 1. g masuj2. Biaya juga semakin kesini biaya layanan Gojek semakin tidak Wajar. Perusahaan terlalu tinggi membebani konsumen.,2025-09-30,4,negatif
iskar ardian,5,"Drivernya ramah, dan mau mengikuti rute sesuai arahan",2025-09-30,0,positif
Jesicca,5,"lebih di tingkatkan Lagi pelayanannya,sejauh ini Lancar",2025-09-30,0,positif
Johan Cohan,5,go-jek go-food the best PT Karya anak Bangsa,2025-09-30,0,positif
ALFAN FIRDAUS,1,"hape udah spek tinggi pun, GPS driver ma costumer gak singkron... jadi yang gak bagus siapa",2025-09-30,1,negatif
Ragil Priyo Laksono,1,Booking mau murah mau yg mahal sama2 lama respon nya,2025-09-30,1,negatif
Satria Man,1,llama cari draiver padahal udh buru²,2025-09-30,1,negatif
Andi Chaniago,2,"Kenapa pemilihan rute di arahkan berputar putar dan membuat harga jadi mahal, padahal sebelum nya aplikasi sendiri menunjukan rute yang lebih singkat, sekarang malau harus berputar putar dan membuat harga argo lebih mahal",2025-09-30,5,negatif
Bambang Aprianto,5,keep going...,2025-09-30,0,positif
salsa wasilah,1,"abang gojeknya ngatain fisik, dia bilang tolol mulu, terus ketika kita kasih rating 5,abang gojeknya kasih kita rating 1, gojek nya selalu maksa minta tip, padahal aku anak sekolah, udah lah aku hapus aja aplikasinya gojek, ga sopan gojeknya, julid, cabul, ga mikirin keamanan penumpang, ga bener emng",2025-09-30,1,negatif
飛Tam25,1,"udah ga kayak dulu fiturnya, mataduitan",2025-09-30,1,negatif
Adimas Andrean (Adi),5,Mantap Sangat membantu sekali aplikasinya lebih mudah,2025-09-30,0,positif
Nadia Jasran,1,"gak recomend pokoknya, udah gak bisa berkata kata lagi sangking banyak masalahnya",2025-09-29,1,negatif
Gilang Ramadhan,1,"sekarang mahal bos, belum lagi harga makanan di resto naiknya kebangetan",2025-09-29,1,negatif
Yusuf Muhammad,3,Komunikasi gojekers dan konsumen terkadang tidak berjalan mulus driver gojek hanya mementingkan jalan trus klo ada orderan nah konsumennya ngga di perjelas gimana gojekersnya.. Konsumen kan bingung hadehhh,2025-09-29,1,netral
Pengguna Google,5,Dr td pagi buta sy blm dpt2 panglaris,2025-09-29,0,positif
Nuri Loery,5,aplikasi yang sangat membantu semoga jadi amal jariyah untuk yg membuat aplikasinya 👍🙏,2025-09-29,0,positif
Razak Malik,1,errorr ga bisa di buka payah nih adminya,2025-09-29,1,negatif
Joe Chen,5,👍⭐️⭐️⭐️⭐️⭐️,2025-09-29,1,positif
denny machmud,3,"Titik jemput tidak akurat, driver selalu diarahkan aplikasi ke titik jemput yang salah (tidak sesuai map). Sudah instal ulang aplikasi dan pin titik jemput sesuai map tapi tidak ada perubahan/perbaikan.",2025-09-29,16,netral
Ganjar Wiyangga,1,"pesen makan lama nyampe nya,, udah gitu driver nya ribet...😒",2025-09-29,1,negatif
Sri Wachyuningsih,2,aduh pesen gofood delay berkali-kali. bahkan meskipun sdh menggunakan ongkir yg express,2025-09-29,1,negatif
Mohamat Eko Nofianto,2,pesanan tidak sesuai stok,2025-09-29,1,negatif
Azarine Daily,1,"nunggu gofood 2 jam, emang pakai yang ekonomis. tapi tiba-tiba dibatalkan. jelas nggak respect sama konsumen",2025-09-29,1,negatif
Kris Tina,5,bagus temanku,2025-09-29,0,positif
Murnibaiq Jumainah,5,sgt ramah disiplin,2025-09-29,0,positif
Keanu Adhytia,1,"Driver Gocar banyak yg ga ramah, Driver gojek banyak yg suka cancel sembarangan, GO FOOD NYA LAMA.",2025-09-29,3,negatif
fitri yani,5,order gofood nya cepet walau pake yg ekonomis,2025-09-29,0,positif
Adnatiari Dwiretno,1,parah food nya nunggu lama ujung2nya di cancel,2025-09-29,1,negatif
Eva Veronika Sinulingga,5,"cepat ,tepat",2025-09-29,0,positif
Rizki Wardana,5,tingkat kan pelayanan nya biar lebih mantap lagii,2025-09-29,0,positif
byan tree,2,"pembatalan pemesanan masih susah,baru cek tujuan dan harga,tau2 sudah muncul driver ke titik penjemputan",2025-09-29,1,negatif
Richa Melani,3,gimana si ni aplikasi pesen 1 driver. yang nelpon banyak. tolong perbaiki dong. kasian juga sama driver yang lain,2025-09-29,1,netral
riska fajar,2,"pesan dari setengah 6 sampai jam 7 belum ada yg mau pick up sudah berkali-kali coba dan pakai pilihan tarif pun yg ga murah ga diskon, yang normal. cuman dari senayan ke mampang. padahal d maps kelihatan ngumpul banyak ojol. akhirnya naik busway setelah nunggu 1,5 jam lebih. kecewa..!!! sumpah kecewa emosi. gajelas malah terus terusan tawar harga makin naik makin naik.",2025-09-29,1,negatif
Agus Hendriana,5,Paling baik lah driver nya,2025-09-29,0,positif
Lukman Hakiki,1,tidak ramah bintang 1,2025-09-29,1,negatif
Nanda wijaya,1,gojek payah klu lg hujan ngacoo gak sat set.,2025-09-29,1,negatif
Syahrul Munir,1,eh konsumen tolol... kl pesen gocar harga 16 ribu lu pesen aja taksi Bluebird,2025-09-29,1,negatif
Salsa Billa,4,"boleh g sistem pembayarannya ada via dana. Trus trus temenku ada yng suka cancel gojek yng dia pesen gara"" drivernya bukan cogan. Orang kek gini tolong blacklist bisa g sih, kasian sama driver nya yang kena cancel😭😭😭🙏🏻",2025-09-29,0,positif
Hermansyah Hr,5,pas mantab,2025-09-29,0,positif
Reza Husen,1,fitur sharing trip nya gada,2025-09-29,1,negatif
Muhamad Reyhan,1,soal pencarian driver masih kalah sama grab... apalagi kalo ujan ..ughhh... 20mnt 30menit jga gak bakal dapet..,2025-09-29,1,negatif
Sabrina Pratiwi Maheswari,5,so helpfull,2025-09-29,0,positif
herman kocak,5,Yaman sellalluu,2025-09-29,0,positif
echo maryo,2,.makin update makin aneh di geser dari jauh gak bisa giliran uda deket resto malah di cancel 🤣🤣,2025-09-29,8,negatif
Agustinus Kelala,5,"saya pengguna gojek aktif, kemana pun selalu dengan gojek. Terima kasih.",2025-09-29,0,positif
Murdiyanto SH,5,terbaik dari aplikasi ojek sebelah 🔥🔥🔥🔥,2025-09-29,0,positif
John P,5,Penuh dengan fitur yang sangat bermanfaat dan yang paling saya suka ialah cs sangat cepat tanggap kalo ada masalah 👍🏻💪🏻,2025-09-29,0,positif
Indra Setiyadi,1,asli gw uninstall nih apk klo hujan susah bener dpt driver gw download indriver langsung masuk Deket bego gw dah bayar mahal harus nunggu sorry ye brengsek,2025-09-29,2,negatif
Awfa Rhmh,1,"ini gabisa di tingkatin lagi yaa aplikasinyaa???!! saya udh nunggu 2 jammm gaada yang mau nerima orderan cuman karna ujannnnnnnn, terus saya harus gimnaaaaas pulangnya kalo gaada yang mau nerima orderannnnnn?!!!!!!",2025-09-29,1,negatif
Septian Rizki Ramadhan Kiki,1,jelek banget penjalannya,2025-09-29,1,negatif
raszzz skanaya,3,masa nyari driver 1 jam lebih lama banget padahal mau pulang batre sisa 15,2025-09-29,1,netral
RISNA AL FALLAH,5,"terima kasih sudah memudahkan perjalan saya selama di jakarta, driver ramah ramah, harga terjangaku, keamanan bagus, mobil bersih",2025-09-29,0,positif
Zara Tsaniyah,2,aps. mau edit detail malah kepesen sndiri gjls banget gitu mulu gojek 🙄,2025-09-29,1,negatif
Nur Evi,5,sangat membantu disaat tak ada kendaraan di rumah,2025-09-29,0,positif
Abdul Latif,5,"sangat bermanfaat yang pasti, terus tingkatan pelayanan. jangan lupa promo2 buat goride dan lainnya. terima kasih",2025-09-29,0,positif
Gatau Males,1,"gajelas bangst, banyak driver yg deket tapi ga dapet"". Sampe batre 1% tetep aja gada yg ambil anj",2025-09-29,1,negatif
Cheisya Aulia,2,saya kasih bintang rendah karna saya sudah membatalkan pesanan sebelum mendapatkan driver tiba tiba driver datang dan tidak ada pemberitahuan sebelumnya dari aplikasii.,2025-09-29,1,negatif
heri pujianto,5,mantab bbbbbbbb,2025-09-29,0,positif
Winata Gigih,1,"tolong dibenerin dong. sy posisi didekat gojek yg lagi berkumpul. sy lihat mereka stand by saja. kenapa dipilihkan gojek yg jaraknya 1 kilo dr saya. mau saya batalin kasihan bapak gojeknya. kalo nggak dibatalin, ngabisin waktu saya.... tolong di cek kembali aplikasinya. kejadian ini bukan 1,2 atau 3x, sering. kalo kayak gini pelanggan anda pindah ke aplikasi lain yg lebih cepat pick up orderannya..",2025-09-29,12,negatif
ZIDAN ALI (KETUAMEMBERTHEBEXSGKE5),5,"150450🇸🇬. Sama 150450. Sekalian 150450 Punya ZIDAN ALI Anaknya Siti Mutmainah Rumah Siti Mutmainah Diawasin Sama MRCUANG Beneran Asli'""...",2025-09-29,0,positif
